Kvote;LAERESTEDNAVN;Lærested;Opptaksrunde;Poenggrense;POENGGRENSE;Sesong;Studiekode;STUDIEPOENG;STUDIESTED;STUDIUMNAVN;TID;Utdanningsområde og -type *IKKE BRUK*;År;Venteliste
ORD;Norges idrettshøgskole;NIH;Hovedopptak;50;  50.0;H;150 605;180;Oslo;Friluftsliv;2018H;IDRETT;2018;201
ORD;Universitetet i Innlandet;INN;Hovedopptak;39,5;  39.5;H;209 485;180;Lillehammer;Sport Management;2018H;ØKADM;2018;58
ORDF;Universitetet i Innlandet;INN;Hovedopptak;37,1;  37.1;H;209 485;180;Lillehammer;Sport Management;2018H;ØKADM;2018;30
ORDF;Universitetet i Bergen;UIB;Hovedopptak;59;  59.0;H;184 740;360;Bergen;Medisin;2018H;HELSEFAG - MEDISIN;2018;1019
ORD;Universitetet i Bergen;UIB;Hovedopptak;66,6;  66.6;H;184 740;360;Bergen;Medisin;2018H;HELSEFAG - MEDISIN;2018;1651
ORDF;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 676;60;Elverum;Sosialpedagogikk;2018H;PEDFAG;2018;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;49,6;  49.6;H;209 676;60;Elverum;Sosialpedagogikk;2018H;PEDFAG;2018;131
ORDF;Universitetet i Bergen;UIB;Hovedopptak;0;Alle;H;184 890;180;Bergen;Tysk, bachelor;2018H;SPRÅK;2018;0
ORD;Universitetet i Bergen;UIB;Hovedopptak;0;Alle;H;184 890;180;Bergen;Tysk, bachelor;2018H;SPRÅK;2018;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;53,2;  53.2;H;194 221;60;Trondheim;Tegnspråk;2018H;SPRÅK;2018;126
ORDF;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;42,9;  42.9;H;194 221;60;Trondheim;Tegnspråk;2018H;SPRÅK;2018;30
ORD;Universitetet i Oslo;UIO;Hovedopptak;49,4;  49.4;H;185 459;180;Oslo;Klassiske språk;2018H;SPRÅK;2018;19
ORDF;Universitetet i Oslo;UIO;Hovedopptak;0;Alle;H;185 459;180;Oslo;Klassiske språk;2018H;SPRÅK;2018;0
ORD;Universitetet i Oslo;UIO;Hovedopptak;43,1;  43.1;H;185 483;180;Oslo;Russisk, bachelor;2018H;SPRÅK;2018;11
ORDF;Universitetet i Oslo;UIO;Hovedopptak;0;Alle;H;185 483;180;Oslo;Russisk, bachelor;2018H;SPRÅK;2018;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44,7;  44.7;H;194 478;180;Trondheim;Arkeologi;2018H;HISTORIE;2018;83
ORDF;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;37,9;  37.9;H;194 478;180;Trondheim;Arkeologi;2018H;HISTORIE;2018;28
ORD;Universitetet i Oslo;UIO;Hovedopptak;47,8;  47.8;H;185 852;180;Oslo;Pedagogikk;2018H;PEDFAG;2018;1044
ORDF;Universitetet i Oslo;UIO;Hovedopptak;39,2;  39.2;H;185 852;180;Oslo;Pedagogikk;2018H;PEDFAG;2018;351
ORDF;Universitetet i Oslo;UIO;Hovedopptak;56,8;  56.8;H;185 941;360;Oslo;Psykologi , høst;2018H;SAMFUNN;2018;857
ORD;Universitetet i Oslo;UIO;Hovedopptak;66,2;  66.2;H;185 941;360;Oslo;Psykologi , høst;2018H;SAMFUNN;2018;1857
ORDF;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;45;  45.0;H;194 796;60;Trondheim;Drama og teater, årsstudium;2018H;ESTETISK;2018;20
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;54;  54.0;H;194 796;60;Trondheim;Drama og teater, årsstudium;2018H;ESTETISK;2018;51
ORDF;UiT Norges arktiske universitet;UIT;Hovedopptak;0;Alle;H;186 130;180;Tromsø;Barnehagelærer, Tromsø;2018H;LÆRER - BHGLÆRER;2018;0
ORD;UiT Norges arktiske universitet;UIT;Hovedopptak;0;Alle;H;186 130;180;Tromsø;Barnehagelærer, Tromsø;2018H;LÆRER - BHGLÆRER;2018;0
ORDF;UiT Norges arktiske universitet;UIT;Hovedopptak;48,9;  48.9;H;186 299;180;Tromsø;Bioteknologi;2018H;REALFAG;2018;56
ORD;UiT Norges arktiske universitet;UIT;Hovedopptak;49,3;  49.3;H;186 299;180;Tromsø;Bioteknologi;2018H;REALFAG;2018;82
ORDF;UiT Norges arktiske universitet;UIT;Hovedopptak;-1;O.i.;H;186 644;180;Tromsø;Luftfartsfag;2018H;TEKNO - ANNET;2018;0
ORD;UiT Norges arktiske universitet;UIT;Hovedopptak;-1;O.i.;H;186 644;180;Tromsø;Luftfartsfag;2018H;TEKNO - ANNET;2018;0
ORDF;Universitetet i Agder;UIA;Hovedopptak;42,6;  42.6;H;201 327;180;Kristiansand;Biologi, bachelor;2018H;REALFAG;2018;38
ORD;Universitetet i Agder;UIA;Hovedopptak;46,2;  46.2;H;201 327;180;Kristiansand;Biologi, bachelor;2018H;REALFAG;2018;66
ORD;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 661;60;Kristiansand;Fysikk;2018H;REALFAG;2018;0
ORDF;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 661;60;Kristiansand;Fysikk;2018H;REALFAG;2018;0
ORDF;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 418;60;Oslo;Interkulturell kommunikasjon;2018H;SAMFUNN;2018;0
ORD;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 418;60;Oslo;Interkulturell kommunikasjon;2018H;SAMFUNN;2018;0
ORDF;Universitetet i Agder;UIA;Hovedopptak;49,2;  49.2;H;201 945;300;Kristiansand;Lektor, 8-13, m/samf. kunnsk. i første studieår;2018H;LÆRER - LEKTOR 8-13;2018;49
ORD;Universitetet i Agder;UIA;Hovedopptak;53,6;  53.6;H;201 945;300;Kristiansand;Lektor, 8-13, m/samf. kunnsk. i første studieår;2018H;LÆRER - LEKTOR 8-13;2018;60
ORDF;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;50,4;  50.4;H;192 504;180;Oslo;Dyrepleie;2018H;HELSEFAG - VETERIN;2018;83
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;56,8;  56.8;H;192 504;180;Oslo;Dyrepleie;2018H;HELSEFAG - VETERIN;2018;149
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;53,4;  53.4;H;203 080;180;Bergen;Sosialt arbeid, Bergen;2018H;HELSEFAG - SOSIONOM;2018;747
ORDF;Høgskulen på Vestlandet;HVL;Hovedopptak;46,7;  46.7;H;203 080;180;Bergen;Sosialt arbeid, Bergen;2018H;HELSEFAG - SOSIONOM;2018;324
ORDF;Høgskulen på Vestlandet;HVL;Hovedopptak;41,6;  41.6;H;203 203;180;Bergen;Folkehelsearbeid;2018H;HELSEFAG - ERNÆRING;2018;73
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;48,9;  48.9;H;203 203;180;Bergen;Folkehelsearbeid;2018H;HELSEFAG - ERNÆRING;2018;176
ORDF;Universitetet i Stavanger;UIS;Hovedopptak;0;Alle;H;217 801;300;Stavanger;Petroleumsteknologi;2018H;TEKNO - SIVING;2018;0
ORD;Universitetet i Stavanger;UIS;Hovedopptak;0;Alle;H;217 801;300;Stavanger;Petroleumsteknologi;2018H;TEKNO - SIVING;2018;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 012;180;Horten;Ingeniør, SMART produktdesign;2018H;TEKNO - INGENIØR;2018;0
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 012;180;Horten;Ingeniør, SMART produktdesign;2018H;TEKNO - INGENIØR;2018;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;53,4;  53.4;H;222 210;60;Horten;Norsk, Horten;2018H;SPRÅK;2018;28
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 210;60;Horten;Norsk, Horten;2018H;SPRÅK;2018;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 616;60;Bø;Norsk, Bø;2018H;SPRÅK;2018;0
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 616;60;Bø;Norsk, Bø;2018H;SPRÅK;2018;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 901;180;Bø;Språk og litteratur, Bø;2018H;SPRÅK;2018;0
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 901;180;Bø;Språk og litteratur, Bø;2018H;SPRÅK;2018;0
ORDF;Høgskolen i Østfold;HIØ;Hovedopptak;0;Alle;H;224 004;180;Halden;Ingeniør, data;2018H;TEKNO - INGENIØR;2018;0
ORD;Høgskolen i Østfold;HIØ;Hovedopptak;0;Alle;H;224 004;180;Halden;Ingeniør, data;2018H;TEKNO - INGENIØR;2018;0
ORD;Høgskolen i Østfold;HIØ;Hovedopptak;-2;Avlyst;H;224 666;60;Halden;Naturfag;2018H;REALFAG;2018;0
ORDF;Høgskolen i Østfold;HIØ;Hovedopptak;-2;Avlyst;H;224 666;60;Halden;Naturfag;2018H;REALFAG;2018;0
ORDF;Lovisenberg diakonale høgskole;LDH;Hovedopptak;45,4;  45.4;H;230 050;180;Oslo;Sykepleie;2018H;HELSEFAG - SYKEPL;2018;551
ORD;Lovisenberg diakonale høgskole;LDH;Hovedopptak;54,3;  54.3;H;230 050;180;Oslo;Sykepleie;2018H;HELSEFAG - SYKEPL;2018;1459
ORDF;VID vitenskapelige høgskole;VID;Hovedopptak;42,9;  42.9;H;251 050;180;Oslo;Sykepleie, Oslo, Diakonhjemmet;2018H;HELSEFAG - SYKEPL;2018;667
ORD;VID vitenskapelige høgskole;VID;Hovedopptak;50;  50.0;H;251 050;180;Oslo;Sykepleie, Oslo, Diakonhjemmet;2018H;HELSEFAG - SYKEPL;2018;1813
ORD;NLA Høgskolen;NLA;Hovedopptak;46,6;  46.6;H;254 185;60;Bergen;Idrett;2018H;IDRETT;2018;174
ORDF;NLA Høgskolen;NLA;Hovedopptak;45;  45.0;H;254 185;60;Bergen;Idrett;2018H;IDRETT;2018;111
ORDF;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 547;300;Bergen;Grunnskolelærer, 1.-7. trinn, Bergen;2018H;LÆRER - GRL1-7;2018;0
ORD;NLA Høgskolen;NLA;Hovedopptak;0;Alle;H;254 547;300;Bergen;Grunnskolelærer, 1.-7. trinn, Bergen;2018H;LÆRER - GRL1-7;2018;0
ORD;Ansgar høyskole;AHS;Hovedopptak;38,4;  38.4;H;255 437;180;Kristiansand;Musikkteknologi;2018H;ESTETISK;2018;5
ORDF;Ansgar høyskole;AHS;Hovedopptak;31;  31.0;H;255 437;180;Kristiansand;Musikkteknologi;2018H;ESTETISK;2018;1
ORDF;Fjellhaug Internasjonale Høgskole;FIH;Hovedopptak;0;Alle;H;258 626;60;Oslo;Kristendom, religion, livssyn og etikk (KRLE);2018H;HISTORIE;2018;0
ORD;Fjellhaug Internasjonale Høgskole;FIH;Hovedopptak;0;Alle;H;258 626;60;Oslo;Kristendom, religion, livssyn og etikk (KRLE);2018H;HISTORIE;2018;0
ORDF;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 929;180;Volda;Religion og livssyn;2018H;HISTORIE;2018;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 929;180;Volda;Religion og livssyn;2018H;HISTORIE;2018;0
ORD;UiT Norges arktiske universitet;UIT;Hovedopptak;0;Alle;H;186 708;180;Tromsø;Ernæring;2018H;HELSEFAG - ERNÆRING;2018;0
ORDF;UiT Norges arktiske universitet;UIT;Hovedopptak;0;Alle;H;186 708;180;Tromsø;Ernæring;2018H;HELSEFAG - ERNÆRING;2018;0
ORDF;Høgskolen i Østfold;HIØ;Hovedopptak;38,3;  38.3;H;224 649;60;Halden;Kroppsøving og idrett;2017H;IDRETT;2017;28
ORD;Høgskolen i Østfold;HIØ;Hovedopptak;41,4;  41.4;H;224 649;60;Halden;Kroppsøving og idrett;2017H;IDRETT;2017;47
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;218 012;180;Haugesund;Ingeniør, maskin;2016H;TEKNO - INGENIØR;2016;0
ORDF;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;218 012;180;Haugesund;Ingeniør, maskin;2016H;TEKNO - INGENIØR;2016;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;42,9;  42.9;H;222 623;60;Horten;Engelsk, årsstudium;2016H;SPRÅK;2016;15
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 623;60;Horten;Engelsk, årsstudium;2016H;SPRÅK;2016;0
ORDF;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 132;180;Nesna;Barnehagelærer, Nesna;2016H;LÆRER - BHGLÆRER;2016;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 132;180;Nesna;Barnehagelærer, Nesna;2016H;LÆRER - BHGLÆRER;2016;0
ORDF;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 246;60;Bodø;Offentlig rett;2016H;SAMFUNN;2016;0
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 246;60;Bodø;Offentlig rett;2016H;SAMFUNN;2016;0
ORD;UiT Norges arktiske universitet;UIT;Hovedopptak;0;Alle;H;186 615;60;Tromsø;Allmenn litteraturvitenskap;2016H;SPRÅK;2016;0
ORDF;UiT Norges arktiske universitet;UIT;Hovedopptak;0;Alle;H;186 615;60;Tromsø;Allmenn litteraturvitenskap;2016H;SPRÅK;2016;0
ORDF;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 179;60;Volda;Historie, årsstudium;2016H;HISTORIE;2016;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 179;60;Volda;Historie, årsstudium;2016H;HISTORIE;2016;0
ORDF;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 699;180;Ålesund;Ingeniør, skipsdesign;2016H;TEKNO - INGENIØR;2016;0
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 699;180;Ålesund;Ingeniør, skipsdesign;2016H;TEKNO - INGENIØR;2016;0
ORDF;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 366;60;Kristiansand;Filosofi;2016H;HISTORIE;2016;0
ORD;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 366;60;Kristiansand;Filosofi;2016H;HISTORIE;2016;0
ORDF;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;42,6;  42.6;H;215 850;180;Oslo;Medier og kommunikasjon, bachelor;2016H;MEDIEFAG;2016;117
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;50,5;  50.5;H;215 850;180;Oslo;Medier og kommunikasjon, bachelor;2016H;MEDIEFAG;2016;299
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;220 210;60;Bø;Norsk;2016H;SPRÅK;2016;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;220 210;60;Bø;Norsk;2016H;SPRÅK;2016;0
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;39,7;  39.7;H;216 246;60;Sogndal;Jus;2016H;JUS;2016;33
ORDF;Høgskulen på Vestlandet;HVL;Hovedopptak;40,1;  40.1;H;216 246;60;Sogndal;Jus;2016H;JUS;2016;18
ORDF;Universitetet i Agder;UIA;Hovedopptak;50,4;  50.4;H;201 767;300;Grimstad;Industriell økonomi og teknologiledelse;2016H;TEKNO - SIVING;2016;60
ORD;Universitetet i Agder;UIA;Hovedopptak;55,3;  55.3;H;201 767;300;Grimstad;Industriell økonomi og teknologiledelse;2016H;TEKNO - SIVING;2016;119
ORDF;Universitetet i Bergen;UIB;Hovedopptak;0;Alle;H;184 455;180;Bergen;Klassisk filologi;2016H;SPRÅK;2016;0
ORD;Universitetet i Bergen;UIB;Hovedopptak;0;Alle;H;184 455;180;Bergen;Klassisk filologi;2016H;SPRÅK;2016;0
ORDF;Universitetet i Oslo;UIO;Hovedopptak;43,4;  43.4;H;185 843;300;Oslo;Lektorprogrammet, realfag;2016H;LÆRER - LEKTOR 8-13;2016;21
ORD;Universitetet i Oslo;UIO;Hovedopptak;44;  44.0;H;185 843;300;Oslo;Lektorprogrammet, realfag;2016H;LÆRER - LEKTOR 8-13;2016;31
ORDF;Universitetet i Stavanger;UIS;Hovedopptak;0;Alle;H;217 211;60;Stavanger;Nordisk;2016H;SPRÅK;2016;0
ORD;Universitetet i Stavanger;UIS;Hovedopptak;0;Alle;H;217 211;60;Stavanger;Nordisk;2016H;SPRÅK;2016;0
ORDF;Høgskulen på Vestlandet;HVL;Hovedopptak;42,7;  42.7;H;203 012;180;Bergen;Ingeniør, maskinteknikk;2016H;TEKNO - INGENIØR;2016;12
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;51;  51.0;H;203 012;180;Bergen;Ingeniør, maskinteknikk;2016H;TEKNO - INGENIØR;2016;52
ORDF;Universitetet i Oslo;UIO;Hovedopptak;0;Alle;H;185 912;60;Oslo;Spansk, årsstudium;2016H;SPRÅK;2016;0
ORD;Universitetet i Oslo;UIO;Hovedopptak;43,6;  43.6;H;185 912;60;Oslo;Spansk, årsstudium;2016H;SPRÅK;2016;30
ORDF;UiT Norges arktiske universitet;UIT;Hovedopptak;0;Alle;H;186 040;180;Alta;Ingeniør, Alta, første studieår;2016H;TEKNO - INGENIØR;2016;0
ORD;UiT Norges arktiske universitet;UIT;Hovedopptak;0;Alle;H;186 040;180;Alta;Ingeniør, Alta, første studieår;2016H;TEKNO - INGENIØR;2016;0
ORDF;Universitetet i Bergen;UIB;Hovedopptak;0;Alle;H;184 910;60;Bergen;Religionsvitenskap, årsstudium;2016H;HISTORIE;2016;0
ORD;Universitetet i Bergen;UIB;Hovedopptak;0;Alle;H;184 910;60;Bergen;Religionsvitenskap, årsstudium;2016H;HISTORIE;2016;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;220 895;180;Bø;Innovasjon og entreprenørskap;2016H;ØKADM;2016;0
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;220 895;180;Bø;Innovasjon og entreprenørskap;2016H;ØKADM;2016;0
ORD;Universitetet i Stavanger;UIS;Hovedopptak;43,2;  43.2;H;217 454;180;Stavanger;Journalistikk;2016H;MEDIEFAG;2016;87
ORDF;Universitetet i Stavanger;UIS;Hovedopptak;40,8;  40.8;H;217 454;180;Stavanger;Journalistikk;2016H;MEDIEFAG;2016;48
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 930;180;Trondheim;Fonetikk;2016H;SPRÅK;2016;0
ORDF;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;0;Alle;H;194 930;180;Trondheim;Fonetikk;2016H;SPRÅK;2016;0
ORDF;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 174;60;Kristiansand;Fransk;2016H;SPRÅK;2016;0
ORD;Universitetet i Agder;UIA;Hovedopptak;0;Alle;H;201 174;60;Kristiansand;Fransk;2016H;SPRÅK;2016;0
ORDF;Høgskulen på Vestlandet;HVL;Hovedopptak;40,8;  40.8;H;203 246;60;Sogndal;Jus;2017H;JUS;2017;52
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;42,6;  42.6;H;203 246;60;Sogndal;Jus;2017H;JUS;2017;75
ORD;Politihøgskolen;PHS;Hovedopptak;50,1;  50.1;H;233 681;180;Oslo;Politiutdanning, Oslo;2017H;JUS;2017;451
ORDF;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 672;60;Hamar;Norsk;2017H;SPRÅK;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 672;60;Hamar;Norsk;2017H;SPRÅK;2017;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 662;60;Nettstudium;Naturfag;2017H;REALFAG;2017;0
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 662;60;Nettstudium;Naturfag;2017H;REALFAG;2017;0
ORDF;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;51;  51.0;H;194 675;180;Trondheim;Ingeniør, bygg, Trondheim;2016H;TEKNO - INGENIØR;2016;325
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;56,7;  56.7;H;194 675;180;Trondheim;Ingeniør, bygg, Trondheim;2016H;TEKNO - INGENIØR;2016;490
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 667;60;Stord;Musikk;2017H;ESTETISK;2017;0
ORDF;Høgskulen på Vestlandet;HVL;Hovedopptak;0;Alle;H;203 667;60;Stord;Musikk;2017H;ESTETISK;2017;0
ORD;Universitetet i Oslo;UIO;Hovedopptak;0;Alle;H;185 771;360;Oslo;Teologi;2016H;HISTORIE;2016;0
ORDF;Universitetet i Oslo;UIO;Hovedopptak;0;Alle;H;185 771;360;Oslo;Teologi;2016H;HISTORIE;2016;0
ORDF;Fjellhaug Internasjonale Høgskole;FIH;Hovedopptak;0;Alle;H;258 196;60;Oslo;Kristendomskunnskap;2017H;HISTORIE;2017;0
ORD;Fjellhaug Internasjonale Høgskole;FIH;Hovedopptak;0;Alle;H;258 196;60;Oslo;Kristendomskunnskap;2017H;HISTORIE;2017;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 921;180;Bø;Språk og litteratur;2017H;SPRÅK;2017;0
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 921;180;Bø;Språk og litteratur;2017H;SPRÅK;2017;0
ORDF;Nord universitet;NORD;Hovedopptak;37,2;  37.2;H;204 070;180;Bodø;Barnevern;2017H;HELSEFAG - BARNEVER;2017;124
ORD;Nord universitet;NORD;Hovedopptak;42,4;  42.4;H;204 070;180;Bodø;Barnevern;2017H;HELSEFAG - BARNEVER;2017;260
ORDF;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 437;180;Volda;Musikk, bachelor;2017H;ESTETISK;2017;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 437;180;Volda;Musikk, bachelor;2017H;ESTETISK;2017;0
ORD;Høgskolen i Østfold;HIØ;Hovedopptak;0;Alle;H;224 004;180;Halden;Ingeniør, data;2017H;TEKNO - INGENIØR;2017;0
ORDF;Høgskolen i Østfold;HIØ;Hovedopptak;0;Alle;H;224 004;180;Halden;Ingeniør, data;2017H;TEKNO - INGENIØR;2017;0
ORDF;Høgskolen i Molde, Vitenskaplig høgskole i logistikk;HIM;Hovedopptak;0;Alle;H;211 841;180;Molde;Jus og administrasjon;2017H;SAMFUNN;2017;0
ORD;Høgskolen i Molde, Vitenskaplig høgskole i logistikk;HIM;Hovedopptak;33,3;  33.3;H;211 841;180;Molde;Jus og administrasjon;2017H;SAMFUNN;2017;4
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;55,6;  55.6;H;215 454;180;Oslo;Journalistikk;2016H;MEDIEFAG;2016;571
ORDF;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;47,7;  47.7;H;215 454;180;Oslo;Journalistikk;2016H;MEDIEFAG;2016;244
ORDF;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 618;60;Volda;Teater og drama, årsstudium;2017H;ESTETISK;2017;0
ORD;Høgskulen i Volda;HVO;Hovedopptak;0;Alle;H;223 618;60;Volda;Teater og drama, årsstudium;2017H;ESTETISK;2017;0
ORDF;Universitetet i Agder;UIA;Hovedopptak;42,6;  42.6;H;201 484;180;Kristiansand;Utviklingsstudier;2017H;SAMFUNN;2017;47
ORD;Universitetet i Agder;UIA;Hovedopptak;43,9;  43.9;H;201 484;180;Kristiansand;Utviklingsstudier;2017H;SAMFUNN;2017;80
ORDF;Nord universitet;NORD;Hovedopptak;40,6;  40.6;H;204 345;300;Bodø;Siviløkonom;2017H;ØKADM;2017;7
ORD;Nord universitet;NORD;Hovedopptak;40,4;  40.4;H;204 345;300;Bodø;Siviløkonom;2017H;ØKADM;2017;10
ORDF;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 131;180;Oslo;Barnehagelærerutdanning, deltid;2017H;LÆRER - BHGLÆRER;2017;0
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;0;Alle;H;215 131;180;Oslo;Barnehagelærerutdanning, deltid;2017H;LÆRER - BHGLÆRER;2017;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 004;180;Horten;Ingeniør, data, Horten;2017H;TEKNO - INGENIØR;2017;0
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 004;180;Horten;Ingeniør, data, Horten;2017H;TEKNO - INGENIØR;2017;0
ORDF;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;44,9;  44.9;H;215 185;60;Oslo;Kroppsøving og idrett;2017H;IDRETT;2017;151
ORD;OsloMet - storbyuniversitetet;OSLOMET;Hovedopptak;56,3;  56.3;H;215 185;60;Oslo;Kroppsøving og idrett;2017H;IDRETT;2017;329
ORD;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 717;60;Bodø;Internasjonale relasjoner, årsstudium;2017H;SAMFUNN;2017;0
ORDF;Nord universitet;NORD;Hovedopptak;0;Alle;H;204 717;60;Bodø;Internasjonale relasjoner, årsstudium;2017H;SAMFUNN;2017;0
ORD;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 205;60;Horten;Matematikk;2017H;REALFAG;2017;0
ORDF;Universitetet i Sørøst-Norge;USN;Hovedopptak;0;Alle;H;222 205;60;Horten;Matematikk;2017H;REALFAG;2017;0
ORDF;Høgskulen på Vestlandet;HVL;Hovedopptak;46,8;  46.8;H;203 080;180;Bergen;Sosialt arbeid, Bergen;2017H;HELSEFAG - SOSIONOM;2017;344
ORD;Høgskulen på Vestlandet;HVL;Hovedopptak;53,5;  53.5;H;203 080;180;Bergen;Sosialt arbeid, Bergen;2017H;HELSEFAG - SOSIONOM;2017;743
ORDF;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 362;60;Hamar;Agronomi, årsstudium;2017H;LANDOGHAVBRUK;2017;0
ORD;Universitetet i Innlandet;INN;Hovedopptak;0;Alle;H;209 362;60;Hamar;Agronomi, årsstudium;2017H;LANDOGHAVBRUK;2017;0
ORDF;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 480;360;Oslo;Teologi, profesjonsstudium;2017H;HISTORIE;2017;0
ORD;MF vitenskapelig høyskole;MF;Hovedopptak;0;Alle;H;190 480;360;Oslo;Teologi, profesjonsstudium;2017H;HISTORIE;2017;0
ORD;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;52,7;  52.7;H;192 230;300;Ås;Eiendom;2017H;SAMFUNN;2017;179
ORDF;Norges miljø- og biovitenskapelige universitet;NMBU;Hovedopptak;44,5;  44.5;H;192 230;300;Ås;Eiendom;2017H;SAMFUNN;2017;79
ORDF;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;44,6;  44.6;H;194 149;180;Gjøvik;Grafisk design;2017H;MEDIEFAG;2017;84
ORD;Norges teknisk-naturvitenskapelige universitet;NTNU;Hovedopptak;48,4;  48.4;H;194 149;180;Gjøvik;Grafisk design;2017H;MEDIEFAG;2017;156
